78,30,28,78,30,28,12,18,112,43,45,46,168,50,64,82,63,80,subjek1
93,32,31,88,32,31,22,35,122,58,57,43,156,48,71,71,67,69,subjek1
94,32,31,91,31,32,17,26,125,57,58,52,182,56,75,80,72,77,subjek1
76,27,26,75,26,26,13,17,110,45,45,43,152,47,59,62,60,65,subjek1
94,40,39,89,38,40,14,14,135,54,52,48,179,54,70,75,69,79,subjek1
93,38,37,91,37,39,13,7,137,51,50,53,179,57,70,74,64,73,subjek1
95,41,40,91,39,40,15,5,132,53,54,55,182,60,73,83,69,85,subjek1
93,39,37,90,37,39,10,3,135,51,50,50,173,54,70,74,67,77,subjek1
94,40,41,90,40,42,15,12,134,53,53,49,170,54,72,71,69,73,subjek1
79,32,32,77,31,32,12,13,109,46,44,42,141,45,59,61,57,62,subjek1
92,40,38,90,40,40,11,8,130,55,54,47,164,51,71,75,70,77,subjek1
94,31,30,92,32,31,7,16,131,54,53,48,163,52,68,70,66,70,subjek1
94,32,30,93,32,32,6,17,135,51,51,48,166,53,67,69,65,67,subjek1
79,29,28,77,28,29,4,14,112,46,43,42,143,45,58,57,55,55,subjek1
79,30,29,76,29,30,6,15,110,45,43,40,143,44,59,59,55,56,subjek1
73,29,26,74,28,27,11,22,106,46,48,39,140,44,60,57,59,58,subjek1
77,26,26,79,26,27,17,2,117,50,55,34,146,38,59,71,64,82,subjek2
78,26,26,80,27,27,14,0,115,52,55,44,159,46,62,71,68,81,subjek2
78,27,27,81,27,28,18,1,116,50,55,41,156,43,64,70,68,79,subjek2
78,28,28,80,28,28,15,1,119,51,55,35,147,38,58,68,63,78,subjek2
78,27,26,80,27,28,15,0,117,50,56,40,153,43,60,69,65,79,subjek2
79,27,27,81,28,28,21,4,116,50,55,39,151,41,59,62,66,74,subjek2
78,28,28,80,28,29,22,4,114,52,56,41,153,44,60,69,66,78,subjek2
77,28,28,80,28,29,18,1,115,51,55,39,151,41,57,66,68,77,subjek2
77,28,28,80,27,28,16,4,117,50,55,36,155,39,60,68,69,83,subjek2
78,27,26,80,27,28,16,3,115,50,55,41,155,43,58,69,68,81,subjek2
75,26,27,78,26,27,21,1,116,50,56,39,150,41,57,62,66,74,subjek2
78,27,26,80,26,27,21,1,116,51,54,41,155,44,56,62,64,71,subjek2
78,25,25,81,25,26,17,2,116,51,55,39,156,42,58,64,66,73,subjek2
79,24,24,80,23,24,19,0,114,51,53,38,157,41,58,64,67,75,subjek2
79,26,26,79,26,26,22,2,117,51,52,41,153,44,55,61,63,70,subjek2
78,26,26,79,26,26,16,0,115,52,55,38,154,41,58,66,66,78,subjek2
95,34,31,97,32,33,39,34,111,68,62,40,165,44,80,75,73,70,subjek3
97,29,27,98,28,28,37,35,114,74,65,51,209,56,93,92,80,87,subjek3
100,29,27,99,27,28,29,23,123,72,63,53,208,59,93,93,83,88,subjek3
96,29,28,96,29,29,30,25,117,72,62,52,196,57,87,85,79,79,subjek3
99,31,30,100,30,30,35,30,118,74,62,54,205,59,92,98,81,90,subjek3
97,29,27,96,27,28,37,36,118,72,62,47,197,50,89,84,76,74,subjek3
98,31,30,97,30,30,31,33,119,71,61,44,180,50,85,80,77,74,subjek3
97,29,28,97,28,29,32,35,120,71,62,47,200,50,89,86,77,78,subjek3
99,30,29,100,29,30,29,30,124,71,60,55,201,59,91,93,78,88,subjek3
97,19,19,98,19,19,30,31,120,72,62,60,217,64,92,96,80,87,subjek3
102,29,28,100,28,29,20,21,127,71,60,56,209,61,91,95,77,87,subjek3
82,26,25,80,23,24,22,15,107,56,50,42,170,44,72,74,61,66,subjek3
83,26,24,82,24,25,21,14,109,55,49,41,171,44,73,75,62,67,subjek3
81,26,24,79,23,24,20,12,109,55,48,43,171,44,72,76,61,66,subjek3
84,25,23,82,22,24,23,18,112,56,49,41,169,42,72,75,61,66,subjek3
83,27,26,83,25,26,31,29,89,61,56,41,161,45,81,76,71,72,subjek3
92,38,36,94,37,36,34,20,134,58,57,44,178,49,72,82,69,85,subjek4
92,36,34,95,34,35,25,21,137,55,54,43,166,48,65,70,64,74,subjek4
91,37,36,94,36,36,28,21,134,57,57,47,185,52,73,86,71,87,subjek4
93,37,35,96,35,36,30,23,138,53,55,42,162,46,61,69,64,76,subjek4
93,37,35,96,35,36,31,23,135,54,56,47,173,50,67,74,66,78,subjek4
94,38,36,98,36,37,26,18,135,56,58,45,186,47,73,84,71,84,subjek4
93,39,36,97,37,38,25,17,135,56,58,45,189,48,73,88,73,90,subjek4
92,38,36,98,36,37,23,20,135,57,57,44,185,47,73,80,72,82,subjek4
94,38,36,99,36,37,29,19,135,57,58,48,190,52,76,98,74,100,subjek4
93,39,37,99,37,38,28,19,133,56,60,45,183,49,72,83,73,88,subjek4
92,39,37,99,37,37,32,24,134,57,58,48,185,51,73,90,71,92,subjek4
92,37,34,98,37,36,22,13,138,50,56,44,175,46,64,70,69,76,subjek4
91,37,33,98,35,34,26,16,136,53,56,43,172,46,63,68,68,74,subjek4
89,35,31,95,33,32,28,18,135,53,56,44,171,46,62,66,69,74,subjek4
93,39,39,98,37,39,32,18,134,55,57,43,165,47,64,74,71,84,subjek4
92,37,37,96,37,37,29,17,134,55,57,40,160,45,64,75,69,81,subjek4
